grid_id,material_id,medium_id,base_volume_m3,bulk_density_base_kg_m3,target_mass_fraction,target_mass_kg,matrix_mass_kg,property_evidence_state,run_gate
BMG-00206,MAT-FE,MED-ICY,0.001,900,0.01,0.009,0.891,project_target_screening_default,mu_r is a placeholder; measure particle hysteresis
BMG-00207,MAT-FE,MED-ICY,0.001,900,0.05,0.045,0.855,project_target_screening_default,mu_r is a placeholder; measure particle hysteresis
BMG-00208,MAT-FE,MED-ICY,0.001,900,0.1,0.09,0.81,project_target_screening_default,mu_r is a placeholder; measure particle hysteresis
BMG-00209,MAT-FE,MED-ICY,0.001,900,0.25,0.225,0.675,project_target_screening_default,mu_r is a placeholder; measure particle hysteresis
BMG-00210,MAT-FE,MED-ICY,0.001,900,0.5,0.45,0.45,project_target_screening_default,mu_r is a placeholder; measure particle hysteresis
BMG-00211,MAT-C,MED-GRV,0.001,1600,0.001,0.0016,1.5984,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00212,MAT-C,MED-GRV,0.001,1600,0.005,0.008,1.592,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00213,MAT-C,MED-GRV,0.001,1600,0.01,0.016,1.584,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00214,MAT-C,MED-GRV,0.001,1600,0.05,0.08,1.52,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00215,MAT-C,MED-GRV,0.001,1600,0.1,0.16,1.44,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00216,MAT-C,MED-GRV,0.001,1600,0.25,0.4,1.2,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00217,MAT-C,MED-GRV,0.001,1600,0.5,0.8,0.8,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00218,MAT-C,MED-SND,0.001,1650,0.001,0.00165,1.64835,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00219,MAT-C,MED-SND,0.001,1650,0.005,0.00825,1.64175,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00220,MAT-C,MED-SND,0.001,1650,0.01,0.0165,1.6335,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00221,MAT-C,MED-SND,0.001,1650,0.05,0.0825,1.5675,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00222,MAT-C,MED-SND,0.001,1650,0.1,0.165,1.485,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00223,MAT-C,MED-SND,0.001,1650,0.25,0.4125,1.2375,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00224,MAT-C,MED-SND,0.001,1650,0.5,0.825,0.825,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00225,MAT-C,MED-CLY,0.001,1800,0.001,0.0018,1.7982,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00226,MAT-C,MED-CLY,0.001,1800,0.005,0.009,1.791,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00227,MAT-C,MED-CLY,0.001,1800,0.01,0.018,1.782,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00228,MAT-C,MED-CLY,0.001,1800,0.05,0.09,1.71,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00229,MAT-C,MED-CLY,0.001,1800,0.1,0.18,1.62,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00230,MAT-C,MED-CLY,0.001,1800,0.25,0.45,1.35,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00231,MAT-C,MED-CLY,0.001,1800,0.5,0.9,0.9,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00232,MAT-C,MED-BCL,0.001,1900,0.001,0.0019,1.8981,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00233,MAT-C,MED-BCL,0.001,1900,0.005,0.0095,1.8905,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00234,MAT-C,MED-BCL,0.001,1900,0.01,0.019,1.881,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00235,MAT-C,MED-BCL,0.001,1900,0.05,0.095,1.805,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00236,MAT-C,MED-BCL,0.001,1900,0.1,0.19,1.71,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00237,MAT-C,MED-BCL,0.001,1900,0.25,0.475,1.425,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00238,MAT-C,MED-BCL,0.001,1900,0.5,0.95,0.95,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00239,MAT-C,MED-BAS,0.001,1700,0.001,0.0017,1.6983,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00240,MAT-C,MED-BAS,0.001,1700,0.005,0.0085,1.6915,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00241,MAT-C,MED-BAS,0.001,1700,0.01,0.017,1.683,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00242,MAT-C,MED-BAS,0.001,1700,0.05,0.085,1.615,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00243,MAT-C,MED-BAS,0.001,1700,0.1,0.17,1.53,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00244,MAT-C,MED-BAS,0.001,1700,0.25,0.425,1.275,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00245,MAT-C,MED-BAS,0.001,1700,0.5,0.85,0.85,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00246,MAT-C,MED-CAR,0.001,1300,0.001,0.0013,1.2987,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00247,MAT-C,MED-CAR,0.001,1300,0.005,0.0065,1.2935,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00248,MAT-C,MED-CAR,0.001,1300,0.01,0.013,1.287,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00249,MAT-C,MED-CAR,0.001,1300,0.05,0.065,1.235,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00250,MAT-C,MED-CAR,0.001,1300,0.1,0.13,1.17,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00251,MAT-C,MED-CAR,0.001,1300,0.25,0.325,0.975,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00252,MAT-C,MED-CAR,0.001,1300,0.5,0.65,0.65,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00253,MAT-C,MED-MET,0.001,2300,0.001,0.0023,2.2977,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00254,MAT-C,MED-MET,0.001,2300,0.005,0.0115,2.2885,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00255,MAT-C,MED-MET,0.001,2300,0.01,0.023,2.277,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00256,MAT-C,MED-MET,0.001,2300,0.05,0.115,2.185,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00257,MAT-C,MED-MET,0.001,2300,0.1,0.23,2.07,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00258,MAT-C,MED-MET,0.001,2300,0.25,0.575,1.725,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00259,MAT-C,MED-MET,0.001,2300,0.5,1.15,1.15,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00260,MAT-C,MED-ANT,0.001,1500,0.001,0.0015,1.4985,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00261,MAT-C,MED-ANT,0.001,1500,0.005,0.0075,1.4925,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00262,MAT-C,MED-ANT,0.001,1500,0.01,0.015,1.485,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00263,MAT-C,MED-ANT,0.001,1500,0.05,0.075,1.425,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00264,MAT-C,MED-ANT,0.001,1500,0.1,0.15,1.35,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00265,MAT-C,MED-ANT,0.001,1500,0.25,0.375,1.125,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00266,MAT-C,MED-ANT,0.001,1500,0.5,0.75,0.75,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00267,MAT-C,MED-GLS,0.001,1550,0.001,0.00155,1.54845,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00268,MAT-C,MED-GLS,0.001,1550,0.005,0.00775,1.54225,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00269,MAT-C,MED-GLS,0.001,1550,0.01,0.0155,1.5345,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00270,MAT-C,MED-GLS,0.001,1550,0.05,0.0775,1.4725,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00271,MAT-C,MED-GLS,0.001,1550,0.1,0.155,1.395,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00272,MAT-C,MED-GLS,0.001,1550,0.25,0.3875,1.1625,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00273,MAT-C,MED-GLS,0.001,1550,0.5,0.775,0.775,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00274,MAT-C,MED-ICY,0.001,900,0.001,0.0009,0.8991,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00275,MAT-C,MED-ICY,0.001,900,0.005,0.0045,0.8955,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00276,MAT-C,MED-ICY,0.001,900,0.01,0.009,0.891,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00277,MAT-C,MED-ICY,0.001,900,0.05,0.045,0.855,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00278,MAT-C,MED-ICY,0.001,900,0.1,0.09,0.81,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00279,MAT-C,MED-ICY,0.001,900,0.25,0.225,0.675,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00280,MAT-C,MED-ICY,0.001,900,0.5,0.45,0.45,project_target_anisotropic_placeholder,"measure orientation, grade and moisture"
BMG-00281,MAT-NI,MED-GRV,0.001,1600,0.001,0.0016,1.5984,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00282,MAT-NI,MED-GRV,0.001,1600,0.005,0.008,1.592,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00283,MAT-NI,MED-GRV,0.001,1600,0.01,0.016,1.584,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00284,MAT-NI,MED-GRV,0.001,1600,0.05,0.08,1.52,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00285,MAT-NI,MED-GRV,0.001,1600,0.1,0.16,1.44,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00286,MAT-NI,MED-GRV,0.001,1600,0.25,0.4,1.2,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00287,MAT-NI,MED-GRV,0.001,1600,0.5,0.8,0.8,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00288,MAT-NI,MED-SND,0.001,1650,0.001,0.00165,1.64835,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00289,MAT-NI,MED-SND,0.001,1650,0.005,0.00825,1.64175,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00290,MAT-NI,MED-SND,0.001,1650,0.01,0.0165,1.6335,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00291,MAT-NI,MED-SND,0.001,1650,0.05,0.0825,1.5675,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00292,MAT-NI,MED-SND,0.001,1650,0.1,0.165,1.485,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00293,MAT-NI,MED-SND,0.001,1650,0.25,0.4125,1.2375,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00294,MAT-NI,MED-SND,0.001,1650,0.5,0.825,0.825,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00295,MAT-NI,MED-CLY,0.001,1800,0.001,0.0018,1.7982,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00296,MAT-NI,MED-CLY,0.001,1800,0.005,0.009,1.791,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00297,MAT-NI,MED-CLY,0.001,1800,0.01,0.018,1.782,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00298,MAT-NI,MED-CLY,0.001,1800,0.05,0.09,1.71,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00299,MAT-NI,MED-CLY,0.001,1800,0.1,0.18,1.62,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00300,MAT-NI,MED-CLY,0.001,1800,0.25,0.45,1.35,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00301,MAT-NI,MED-CLY,0.001,1800,0.5,0.9,0.9,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00302,MAT-NI,MED-BCL,0.001,1900,0.001,0.0019,1.8981,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00303,MAT-NI,MED-BCL,0.001,1900,0.005,0.0095,1.8905,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00304,MAT-NI,MED-BCL,0.001,1900,0.01,0.019,1.881,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00305,MAT-NI,MED-BCL,0.001,1900,0.05,0.095,1.805,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00306,MAT-NI,MED-BCL,0.001,1900,0.1,0.19,1.71,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00307,MAT-NI,MED-BCL,0.001,1900,0.25,0.475,1.425,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00308,MAT-NI,MED-BCL,0.001,1900,0.5,0.95,0.95,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00309,MAT-NI,MED-BAS,0.001,1700,0.001,0.0017,1.6983,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00310,MAT-NI,MED-BAS,0.001,1700,0.005,0.0085,1.6915,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00311,MAT-NI,MED-BAS,0.001,1700,0.01,0.017,1.683,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00312,MAT-NI,MED-BAS,0.001,1700,0.05,0.085,1.615,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00313,MAT-NI,MED-BAS,0.001,1700,0.1,0.17,1.53,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00314,MAT-NI,MED-BAS,0.001,1700,0.25,0.425,1.275,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00315,MAT-NI,MED-BAS,0.001,1700,0.5,0.85,0.85,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00316,MAT-NI,MED-CAR,0.001,1300,0.001,0.0013,1.2987,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00317,MAT-NI,MED-CAR,0.001,1300,0.005,0.0065,1.2935,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00318,MAT-NI,MED-CAR,0.001,1300,0.01,0.013,1.287,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00319,MAT-NI,MED-CAR,0.001,1300,0.05,0.065,1.235,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00320,MAT-NI,MED-CAR,0.001,1300,0.1,0.13,1.17,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00321,MAT-NI,MED-CAR,0.001,1300,0.25,0.325,0.975,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00322,MAT-NI,MED-CAR,0.001,1300,0.5,0.65,0.65,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00323,MAT-NI,MED-MET,0.001,2300,0.001,0.0023,2.2977,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00324,MAT-NI,MED-MET,0.001,2300,0.005,0.0115,2.2885,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00325,MAT-NI,MED-MET,0.001,2300,0.01,0.023,2.277,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00326,MAT-NI,MED-MET,0.001,2300,0.05,0.115,2.185,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00327,MAT-NI,MED-MET,0.001,2300,0.1,0.23,2.07,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00328,MAT-NI,MED-MET,0.001,2300,0.25,0.575,1.725,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00329,MAT-NI,MED-MET,0.001,2300,0.5,1.15,1.15,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00330,MAT-NI,MED-ANT,0.001,1500,0.001,0.0015,1.4985,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00331,MAT-NI,MED-ANT,0.001,1500,0.005,0.0075,1.4925,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00332,MAT-NI,MED-ANT,0.001,1500,0.01,0.015,1.485,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00333,MAT-NI,MED-ANT,0.001,1500,0.05,0.075,1.425,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00334,MAT-NI,MED-ANT,0.001,1500,0.1,0.15,1.35,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00335,MAT-NI,MED-ANT,0.001,1500,0.25,0.375,1.125,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00336,MAT-NI,MED-ANT,0.001,1500,0.5,0.75,0.75,reference_density_screening_properties,no abundance inference from taxonomy
BMG-00337,MAT-NI,MED-GLS,0.001,1550,0.001,0.00155,1.54845,reference_density_screening_properties,no abundance inference from taxonomy
